ciudad,genero,area,salario,edad,antiguedad,nivel_educativo,estado_civil,hijos,turno,satisfaccion_laboral
Bello,Femenino,Operativos,3270958.07,19,1,Tecnólogo,Divorciado,2,Diurno,6.5
Estrella,No Binario,Servicios Generales,2835583.19,30,23,Secundaria,Soltero,4,Mixto,8.0
Medellín,Femenino,Servicios Generales,2171852.8,58,16,Profesional,Viudo,2,Diurno,8.2
Itagüí,Masculino,Administrativa,6179753.52,52,39,Secundaria,Casado,0,Diurno,9.7
Sabaneta,Femenino,Operativos,3155243.47,36,29,Técnico,Divorciado,0,Nocturno,5.6
Envigado,No Binario,Operativos,4614497.62,56,5,Profesional,Soltero,0,Nocturno,2.0
Medellín,Masculino,Administrativa,7760206.77,33,4,Técnico,Casado,4,Diurno,4.1
Itagüí,Masculino,Operativos,2966562.13,45,26,Técnico,Unión Libre,1,Diurno,2.1
Estrella,Masculino,Servicios Generales,3463863.29,51,29,Profesional,Casado,1,Mixto,3.3
Bello,No Binario,Operativos,3695152.87,37,38,Profesional,Soltero,0,Mixto,2.2
Sabaneta,Masculino,Servicios Generales,2526114.92,43,2,Secundaria,Casado,1,Nocturno,7.5
Estrella,Femenino,Operativos,5274642.66,33,19,Técnico,Viudo,3,Mixto,1.4
Sabaneta,Femenino,Operativos,5452567.76,27,30,Posgrado,Viudo,0,Mixto,4.9
Estrella,Masculino,Servicios Generales,2381700.78,45,27,Tecnólogo,Divorciado,0,Mixto,5.4
Sabaneta,Masculino,Operativos,3281847.1,54,23,Posgrado,Casado,3,Diurno,6.1
Sabaneta,Masculino,Operativos,2123324.26,42,36,Primaria,Viudo,0,Nocturno,1.6
Estrella,Masculino,Operativos,5153154.45,60,19,Profesional,Soltero,1,Nocturno,5.6
Bello,No Binario,Servicios Generales,2214821.99,37,37,Posgrado,Soltero,1,Mixto,9.0
Medellín,Femenino,Operativos,3175519.39,62,27,Profesional,Divorciado,0,Nocturno,8.9
Medellín,Masculino,Servicios Generales,2506119.28,58,31,Profesional,Viudo,0,Nocturno,6.4
Itagüí,Femenino,Servicios Generales,2413838.08,41,29,Tecnólogo,Viudo,1,Mixto,6.7
Sabaneta,Masculino,Operativos,5743938.47,19,7,Tecnólogo,Divorciado,1,Diurno,1.4
Itagüí,Femenino,Servicios Generales,3479772.68,25,35,Tecnólogo,Divorciado,0,Nocturno,5.2
Medellín,Femenino,Operativos,2049429.44,60,32,Secundaria,Viudo,0,Nocturno,1.2
Estrella,Masculino,Servicios Generales,2562906.67,20,18,Primaria,Divorciado,1,Mixto,2.2
Itagüí,Femenino,Servicios Generales,3464824.89,62,32,Profesional,Divorciado,0,Diurno,1.2
Estrella,Femenino,Administrativa,6186826.1,55,40,Profesional,Soltero,0,Mixto,8.6
Sabaneta,Femenino,Servicios Generales,3436278.99,18,17,Secundaria,Soltero,1,Diurno,3.3
Estrella,Femenino,Operativos,2772478.86,31,28,Profesional,Unión Libre,1,Nocturno,9.0
Sabaneta,No Binario,Operativos,5082896.4,28,6,Técnico,Soltero,2,Nocturno,6.0
Medellín,Femenino,Servicios Generales,2907162.18,30,7,Secundaria,Unión Libre,1,Mixto,7.4
Sabaneta,Femenino,Operativos,3366648.92,29,20,Profesional,Viudo,0,Diurno,6.7
Envigado,Femenino,Servicios Generales,3315705.47,45,6,Tecnólogo,Unión Libre,2,Nocturno,6.7
Envigado,Masculino,Administrativa,7578736.05,27,36,Técnico,Unión Libre,0,Nocturno,7.2
Estrella,Femenino,Operativos,4970993.33,32,32,Tecnólogo,Viudo,1,Nocturno,4.6
Estrella,No Binario,Servicios Generales,2803744.79,50,17,Técnico,Viudo,4,Mixto,3.1
Itagüí,Femenino,Operativos,4630144.78,38,28,Técnico,Soltero,0,Nocturno,1.5
Envigado,Masculino,Operativos,2102937.06,29,12,Técnico,Viudo,3,Mixto,3.3
Itagüí,Masculino,Operativos,4966541.96,54,22,Profesional,Soltero,3,Mixto,5.4
Bello,Femenino,Operativos,5053944.85,60,1,Secundaria,Unión Libre,2,Diurno,5.1
Estrella,No Binario,Operativos,2379762.49,41,9,Primaria,Divorciado,2,Nocturno,3.7
Bello,Femenino,Operativos,2397793.23,28,9,Secundaria,Unión Libre,2,Nocturno,5.7
Itagüí,Femenino,Servicios Generales,2770815.91,34,18,Posgrado,Casado,1,Diurno,9.0
Bello,Masculino,Servicios Generales,3126404.07,38,8,Profesional,Casado,0,Diurno,4.9
Medellín,Femenino,Operativos,2178223.77,43,10,Posgrado,Divorciado,0,Mixto,1.4
Estrella,Masculino,Operativos,5503152.55,46,24,Técnico,Casado,3,Mixto,6.4
Sabaneta,Femenino,Servicios Generales,2860372.52,31,38,Posgrado,Soltero,0,Mixto,5.2
Estrella,Masculino,Operativos,4288041.17,51,34,Técnico,Divorciado,2,Nocturno,4.4
Medellín,Femenino,Operativos,4516145.91,19,37,Técnico,Soltero,1,Mixto,1.7
Bello,No Binario,Operativos,5088651.09,18,20,Secundaria,Soltero,0,Mixto,6.6
Medellín,Femenino,Operativos,4231371.29,24,31,Tecnólogo,Unión Libre,2,Mixto,4.5
Bello,Femenino,Administrativa,7714739.01,52,13,Secundaria,Soltero,2,Nocturno,8.6
Estrella,Femenino,Servicios Generales,3698331.3,32,23,Técnico,Divorciado,2,Diurno,4.3
Itagüí,Masculino,Operativos,2971092.94,30,28,Profesional,Unión Libre,1,Mixto,6.4
Bello,Masculino,Operativos,4918105.23,37,33,Técnico,Viudo,3,Nocturno,4.2
Envigado,Masculino,Operativos,2217514.19,39,24,Secundaria,Divorciado,0,Nocturno,6.5
Itagüí,Femenino,Operativos,4152799.03,31,8,Posgrado,Casado,1,Nocturno,2.6
Estrella,Femenino,Operativos,2725095.14,60,26,Profesional,Casado,0,Nocturno,3.4
Itagüí,Masculino,Operativos,5853021.72,51,5,Técnico,Casado,4,Diurno,6.3
Medellín,Masculino,Operativos,4012806.02,21,6,Técnico,Casado,1,Nocturno,7.6
Sabaneta,No Binario,Operativos,4133412.32,24,35,Primaria,Viudo,3,Diurno,8.9
Itagüí,Femenino,Operativos,5298171.1,50,16,Profesional,Soltero,1,Mixto,7.4
Itagüí,No Binario,Administrativa,6742556.31,46,12,Profesional,Divorciado,0,Mixto,8.8
Itagüí,Femenino,Operativos,4207652.13,22,21,Primaria,Soltero,2,Mixto,8.7
Medellín,Femenino,Servicios Generales,3280703.74,41,27,Técnico,Unión Libre,0,Mixto,5.7
Envigado,Femenino,Operativos,4077523.62,49,11,Tecnólogo,Viudo,1,Diurno,3.2
Medellín,Femenino,Servicios Generales,3604540.47,30,5,Profesional,Viudo,3,Nocturno,5.5
Bello,No Binario,Operativos,4837570.33,62,13,Técnico,Unión Libre,0,Diurno,5.5
Envigado,No Binario,Operativos,3633904.16,52,24,Posgrado,Unión Libre,2,Mixto,9.1
Medellín,Femenino,Administrativa,7700140.14,39,7,Posgrado,Divorciado,2,Mixto,1.5
Itagüí,No Binario,Operativos,3169243.06,27,4,Profesional,Unión Libre,0,Diurno,5.2
Bello,Femenino,Operativos,4787806.07,62,30,Profesional,Viudo,3,Nocturno,8.6
Estrella,Masculino,Operativos,3020007.96,20,33,Secundaria,Soltero,4,Mixto,4.6
Bello,Masculino,Servicios Generales,2594538.12,59,38,Tecnólogo,Soltero,0,Diurno,8.5
Estrella,No Binario,Operativos,3807607.35,24,10,Profesional,Divorciado,0,Nocturno,8.0
Itagüí,No Binario,Operativos,2476772.86,55,2,Profesional,Unión Libre,0,Diurno,5.9
Sabaneta,Femenino,Operativos,2030356.95,42,39,Tecnólogo,Viudo,0,Nocturno,5.2
Medellín,Masculino,Operativos,3559003.09,47,18,Profesional,Unión Libre,2,Mixto,4.1
Estrella,Femenino,Operativos,5731118.49,52,32,Posgrado,Unión Libre,1,Diurno,10.0
Bello,Masculino,Servicios Generales,2894951.89,39,19,Técnico,Divorciado,3,Mixto,2.3
Medellín,No Binario,Servicios Generales,3294932.09,54,40,Tecnólogo,Divorciado,0,Nocturno,9.3
Bello,No Binario,Operativos,5075376.93,36,15,Secundaria,Divorciado,0,Diurno,4.3
Medellín,Masculino,Servicios Generales,2564160.97,61,36,Profesional,Divorciado,4,Mixto,1.6
Itagüí,Femenino,Administrativa,7588013.56,33,12,Técnico,Viudo,3,Diurno,8.2
Estrella,Masculino,Operativos,4199605.08,29,40,Técnico,Unión Libre,0,Nocturno,2.8
Sabaneta,Femenino,Servicios Generales,3483961.07,44,7,Primaria,Viudo,3,Nocturno,9.9
Estrella,Masculino,Operativos,4966442.82,28,38,Tecnólogo,Casado,0,Mixto,9.0
Medellín,No Binario,Servicios Generales,2222049.32,39,30,Primaria,Unión Libre,2,Mixto,5.7
Medellín,Femenino,Administrativa,7271799.34,53,5,Técnico,Casado,0,Diurno,9.5
Estrella,Masculino,Operativos,2888158.56,62,32,Secundaria,Casado,1,Mixto,1.6
Bello,Femenino,Operativos,5465091.6,44,21,Profesional,Casado,4,Nocturno,8.2
Bello,Femenino,Operativos,2372951.67,52,21,Posgrado,Divorciado,0,Mixto,5.5
Itagüí,Femenino,Operativos,5554534.52,35,9,Tecnólogo,Unión Libre,2,Mixto,2.4
Bello,Femenino,Administrativa,7257451.61,30,20,Profesional,Casado,1,Diurno,1.2
Estrella,No Binario,Operativos,4207945.3,27,29,Secundaria,Divorciado,2,Nocturno,5.2
Sabaneta,No Binario,Operativos,2527343.92,25,33,Técnico,Viudo,3,Mixto,5.0
Sabaneta,Femenino,Operativos,3292646.86,40,30,Técnico,Casado,0,Mixto,2.4
Sabaneta,Masculino,Servicios Generales,2553398.4,41,1,Tecnólogo,Viudo,0,Diurno,9.5
Bello,No Binario,Operativos,4730850.69,18,34,Profesional,Soltero,2,Diurno,5.2
Envigado,Masculino,Operativos,3743937.49,53,31,Técnico,Casado,2,Mixto,9.1
Itagüí,No Binario,Operativos,3298118.76,39,30,Técnico,Viudo,0,Nocturno,1.1
Bello,Femenino,Operativos,2369520.62,23,25,Técnico,Soltero,1,Mixto,9.9
Itagüí,Masculino,Operativos,5572563.22,25,13,Secundaria,Unión Libre,0,Mixto,2.5
Estrella,No Binario,Operativos,5964494.55,35,26,Primaria,Divorciado,0,Nocturno,3.8
Sabaneta,Femenino,Servicios Generales,2305967.78,55,33,Técnico,Unión Libre,1,Mixto,4.0
Envigado,Femenino,Operativos,2104953.49,52,22,Profesional,Casado,0,Diurno,5.4
Envigado,Femenino,Operativos,3829803.15,41,26,Técnico,Viudo,0,Diurno,7.4
Estrella,Masculino,Operativos,3407184.67,25,6,Secundaria,Casado,0,Mixto,3.7
Bello,Femenino,Operativos,3508962.35,24,7,Posgrado,Soltero,1,Mixto,1.4
Medellín,Masculino,Operativos,4558130.3,40,35,Secundaria,Soltero,0,Diurno,6.0
Medellín,Femenino,Operativos,2011067.84,36,11,Profesional,Casado,4,Diurno,1.9
Itagüí,No Binario,Operativos,3469242.12,39,4,Técnico,Unión Libre,3,Nocturno,5.5
Medellín,Femenino,Operativos,3463850.19,53,33,Técnico,Viudo,1,Mixto,8.2
Itagüí,Femenino,Operativos,2614614.05,62,22,Profesional,Unión Libre,0,Diurno,3.7
Medellín,Femenino,Servicios Generales,3917976.99,55,10,Profesional,Viudo,0,Nocturno,4.3
Estrella,Masculino,Operativos,3387961.55,19,9,Técnico,Soltero,3,Mixto,9.3
Envigado,No Binario,Operativos,3678415.62,57,7,Secundaria,Viudo,1,Nocturno,6.1
Envigado,Masculino,Administrativa,6311131.68,32,30,Profesional,Viudo,4,Diurno,3.4
Sabaneta,Femenino,Operativos,2440529.46,57,12,Técnico,Unión Libre,0,Nocturno,1.3
Estrella,Femenino,Operativos,4273898.93,29,29,Secundaria,Casado,3,Mixto,4.7
Itagüí,Masculino,Servicios Generales,2035546.65,55,39,Secundaria,Unión Libre,0,Mixto,3.1
Sabaneta,Masculino,Operativos,2661872.06,44,37,Profesional,Soltero,1,Mixto,2.7
Envigado,Masculino,Operativos,5425039.83,21,15,Técnico,Viudo,2,Diurno,4.5
Envigado,Femenino,Servicios Generales,2705796.02,25,23,Profesional,Soltero,0,Nocturno,9.9
Medellín,No Binario,Servicios Generales,3926592.46,20,1,Técnico,Divorciado,0,Mixto,5.1
Envigado,No Binario,Operativos,5916248.6,30,25,Secundaria,Unión Libre,0,Nocturno,8.3
Sabaneta,Femenino,Operativos,3006715.45,51,35,Técnico,Unión Libre,1,Mixto,2.0
Estrella,No Binario,Operativos,4397255.89,56,21,Posgrado,Viudo,3,Mixto,8.0
Estrella,Masculino,Operativos,2503200.54,62,36,Secundaria,Divorciado,0,Diurno,5.7
Medellín,Masculino,Operativos,3509767.91,44,14,Profesional,Divorciado,3,Mixto,5.2
Bello,Masculino,Administrativa,6499465.6,39,6,Tecnólogo,Unión Libre,0,Diurno,9.2
Bello,No Binario,Administrativa,7523900.6,59,2,Técnico,Divorciado,0,Nocturno,6.7
Sabaneta,No Binario,Operativos,2042182.18,50,36,Profesional,Unión Libre,1,Mixto,4.1
Itagüí,Masculino,Operativos,3771156.54,35,16,Técnico,Unión Libre,1,Diurno,6.2
Envigado,Femenino,Operativos,2510322.04,57,3,Técnico,Soltero,0,Diurno,7.5
Envigado,Femenino,Operativos,5484973.59,25,34,Técnico,Divorciado,4,Diurno,1.5
Envigado,Masculino,Servicios Generales,2511303.68,20,24,Tecnólogo,Viudo,0,Mixto,5.7
Bello,No Binario,Operativos,4850520.77,25,3,Secundaria,Unión Libre,2,Mixto,7.6
Sabaneta,Femenino,Operativos,5291813.44,49,18,Profesional,Unión Libre,0,Mixto,2.7
Medellín,Femenino,Operativos,4397903.61,21,3,Posgrado,Divorciado,0,Diurno,1.8
Medellín,Masculino,Operativos,4872480.27,46,5,Profesional,Unión Libre,4,Nocturno,5.6
Sabaneta,No Binario,Administrativa,7230277.33,56,11,Tecnólogo,Divorciado,2,Nocturno,1.1
Estrella,Femenino,Operativos,4752586.91,34,14,Primaria,Soltero,4,Mixto,9.1
Medellín,No Binario,Operativos,5140907.42,33,12,Profesional,Soltero,0,Nocturno,8.1
Bello,No Binario,Servicios Generales,2095389.92,57,3,Secundaria,Casado,0,Diurno,2.3
Estrella,No Binario,Operativos,3630179.93,50,35,Técnico,Casado,0,Mixto,8.9
Itagüí,Masculino,Operativos,4844391.78,57,33,Técnico,Casado,1,Diurno,5.1
Medellín,No Binario,Servicios Generales,2956678.13,28,39,Secundaria,Soltero,0,Nocturno,3.5
Sabaneta,Femenino,Operativos,3069676.52,28,38,Profesional,Soltero,0,Diurno,5.6
Envigado,Femenino,Operativos,3872745.52,53,17,Primaria,Unión Libre,4,Mixto,5.6
Estrella,Femenino,Servicios Generales,2983355.38,23,28,Secundaria,Casado,3,Diurno,8.7
Bello,Masculino,Operativos,5356994.13,26,26,Profesional,Viudo,2,Mixto,4.3
Envigado,Femenino,Operativos,5309989.38,36,3,Secundaria,Viudo,1,Diurno,7.6
Envigado,Masculino,Operativos,3429222.52,33,18,Profesional,Soltero,3,Diurno,1.9
Sabaneta,Femenino,Operativos,5224742.26,34,0,Tecnólogo,Soltero,1,Nocturno,2.7
Estrella,Masculino,Operativos,5428336.66,26,18,Técnico,Casado,0,Nocturno,6.1
Itagüí,No Binario,Operativos,5735436.61,51,8,Técnico,Soltero,1,Diurno,2.9
Itagüí,Masculino,Operativos,5070333.87,44,15,Primaria,Unión Libre,0,Diurno,7.6
Bello,Femenino,Operativos,3423552.13,60,14,Secundaria,Unión Libre,1,Diurno,5.8
Itagüí,Masculino,Operativos,5730692.68,62,26,Profesional,Divorciado,0,Mixto,6.5
Bello,No Binario,Operativos,5696498.34,61,32,Técnico,Soltero,0,Nocturno,1.4
Medellín,Masculino,Operativos,5538598.01,25,36,Primaria,Casado,3,Diurno,3.2
Envigado,Masculino,Operativos,3501736.76,54,32,Tecnólogo,Casado,0,Mixto,9.5
Envigado,Femenino,Operativos,4183976.66,62,40,Profesional,Soltero,0,Nocturno,9.7
Itagüí,No Binario,Operativos,3029352.36,19,39,Secundaria,Soltero,0,Diurno,4.0
Medellín,Femenino,Servicios Generales,3708220.29,39,36,Técnico,Unión Libre,1,Nocturno,6.9
Medellín,Femenino,Operativos,2978407.12,22,13,Secundaria,Divorciado,1,Nocturno,6.1
Bello,No Binario,Operativos,4191497.0,56,32,Profesional,Unión Libre,4,Diurno,7.6
Sabaneta,Femenino,Operativos,5332453.06,32,29,Profesional,Unión Libre,2,Diurno,4.2
Envigado,No Binario,Servicios Generales,2357000.5,26,19,Técnico,Unión Libre,0,Nocturno,2.2
Itagüí,Masculino,Operativos,3549059.63,42,15,Técnico,Divorciado,2,Nocturno,2.6
Bello,No Binario,Servicios Generales,3684325.69,39,33,Posgrado,Unión Libre,1,Nocturno,5.4
Itagüí,No Binario,Administrativa,7775338.67,18,22,Primaria,Divorciado,3,Diurno,1.3
Sabaneta,No Binario,Operativos,4176149.55,30,20,Secundaria,Soltero,2,Mixto,6.2
Estrella,Masculino,Operativos,4350086.32,39,24,Secundaria,Viudo,0,Diurno,9.7
Sabaneta,Femenino,Operativos,4435186.92,57,18,Profesional,Viudo,3,Nocturno,7.3
Itagüí,Femenino,Operativos,4914857.76,52,8,Secundaria,Soltero,0,Mixto,7.2
Sabaneta,Femenino,Operativos,4702198.4,54,21,Tecnólogo,Unión Libre,1,Diurno,1.3
Bello,Femenino,Servicios Generales,3181640.9,47,35,Técnico,Unión Libre,0,Nocturno,7.1
Sabaneta,Femenino,Servicios Generales,3784202.77,23,20,Secundaria,Soltero,0,Diurno,4.0
Estrella,Femenino,Operativos,3510422.06,33,6,Profesional,Divorciado,0,Nocturno,7.3
Estrella,No Binario,Operativos,3596961.85,54,29,Posgrado,Unión Libre,0,Nocturno,2.4
Itagüí,Femenino,Operativos,4461776.33,25,4,Técnico,Soltero,2,Diurno,5.1
Envigado,Masculino,Operativos,5276276.08,36,9,Profesional,Viudo,1,Nocturno,1.3
Envigado,Masculino,Operativos,2003119.27,20,2,Secundaria,Viudo,1,Diurno,8.9
Sabaneta,Masculino,Operativos,4570705.62,21,27,Secundaria,Divorciado,0,Mixto,7.1
Itagüí,Masculino,Operativos,4412033.09,62,0,Posgrado,Soltero,2,Nocturno,8.6
Itagüí,Masculino,Operativos,4758331.73,36,38,Profesional,Viudo,0,Diurno,5.6
Envigado,Masculino,Operativos,2204675.83,34,7,Tecnólogo,Casado,0,Nocturno,1.8
Bello,Femenino,Operativos,5806364.72,45,33,Profesional,Divorciado,0,Mixto,1.1
Bello,No Binario,Operativos,4065336.9,37,31,Técnico,Unión Libre,0,Mixto,1.4
Estrella,Femenino,Operativos,2552718.13,20,3,Técnico,Viudo,2,Nocturno,4.1
Envigado,Femenino,Servicios Generales,2189334.28,49,33,Primaria,Soltero,2,Mixto,5.2
Sabaneta,Masculino,Operativos,5628203.35,62,26,Técnico,Viudo,0,Mixto,9.9
Bello,Femenino,Operativos,4925400.96,52,5,Secundaria,Divorciado,2,Mixto,1.2
Sabaneta,No Binario,Operativos,4786896.45,21,33,Secundaria,Casado,1,Mixto,7.4
Medellín,No Binario,Administrativa,7076278.29,53,10,Secundaria,Soltero,0,Nocturno,7.1
Bello,Masculino,Operativos,4981986.6,56,13,Tecnólogo,Unión Libre,1,Nocturno,2.4
Envigado,Femenino,Operativos,4034498.51,38,9,Posgrado,Viudo,0,Diurno,3.7
Envigado,Femenino,Operativos,5524391.45,51,26,Secundaria,Casado,3,Diurno,5.6
Estrella,Masculino,Operativos,5235861.53,59,26,Tecnólogo,Casado,3,Nocturno,7.6
Bello,Femenino,Operativos,5240586.98,37,16,Profesional,Unión Libre,0,Nocturno,6.9
Itagüí,Femenino,Operativos,4188147.66,52,2,Técnico,Casado,0,Nocturno,9.3
Medellín,Masculino,Operativos,2798338.9,40,17,Tecnólogo,Divorciado,1,Diurno,1.3
Medellín,Femenino,Servicios Generales,3538552.05,53,7,Profesional,Divorciado,0,Nocturno,3.0
Estrella,No Binario,Operativos,3241307.97,24,25,Tecnólogo,Divorciado,1,Nocturno,7.3
Estrella,No Binario,Operativos,2526751.91,58,27,Técnico,Unión Libre,0,Mixto,8.1
Envigado,Masculino,Operativos,4229839.01,62,37,Tecnólogo,Unión Libre,3,Mixto,9.1
Bello,Femenino,Operativos,3450970.23,31,9,Técnico,Viudo,0,Diurno,3.7
Sabaneta,No Binario,Operativos,2104852.91,30,31,Tecnólogo,Divorciado,0,Mixto,7.6
Itagüí,No Binario,Operativos,4460288.77,56,5,Profesional,Divorciado,0,Diurno,6.6
Bello,No Binario,Operativos,5047904.05,24,24,Profesional,Unión Libre,0,Mixto,9.4
Bello,No Binario,Servicios Generales,3504999.17,37,2,Tecnólogo,Soltero,1,Diurno,4.6
Medellín,Femenino,Operativos,2999312.2,42,0,Técnico,Unión Libre,4,Nocturno,4.1
Sabaneta,Femenino,Operativos,2171411.8,52,12,Técnico,Viudo,0,Nocturno,1.9
Envigado,Femenino,Operativos,2677721.06,35,25,Profesional,Divorciado,1,Nocturno,5.7
Estrella,Masculino,Operativos,3487636.06,41,7,Profesional,Viudo,0,Nocturno,1.9
Estrella,Masculino,Operativos,4930236.91,32,23,Posgrado,Unión Libre,3,Mixto,4.8
Itagüí,Masculino,Operativos,4116161.75,38,19,Técnico,Viudo,1,Diurno,8.0
Estrella,Femenino,Servicios Generales,3489094.88,49,25,Profesional,Unión Libre,1,Mixto,7.0
Envigado,Masculino,Servicios Generales,2175879.34,39,30,Profesional,Viudo,0,Nocturno,6.0
Envigado,Femenino,Operativos,3843715.55,56,30,Secundaria,Viudo,1,Nocturno,1.8
Sabaneta,No Binario,Operativos,2269984.45,56,14,Técnico,Divorciado,1,Diurno,6.0
Medellín,Femenino,Operativos,2507943.93,53,6,Profesional,Divorciado,3,Nocturno,8.3
Envigado,Femenino,Operativos,3413249.9,28,23,Tecnólogo,Soltero,2,Diurno,3.5
Envigado,Femenino,Servicios Generales,3707193.38,27,27,Secundaria,Unión Libre,4,Nocturno,1.5
Bello,Masculino,Operativos,5874585.2,57,13,Secundaria,Viudo,0,Nocturno,9.9
Sabaneta,Masculino,Operativos,5456354.44,61,8,Secundaria,Unión Libre,0,Mixto,7.3
Itagüí,Femenino,Operativos,4580883.53,38,10,Profesional,Unión Libre,0,Mixto,5.8
Medellín,Femenino,Servicios Generales,2433308.07,31,20,Posgrado,Divorciado,0,Nocturno,1.1
Bello,Femenino,Operativos,4254050.75,49,8,Técnico,Unión Libre,1,Mixto,5.0
Estrella,Masculino,Operativos,5963812.38,44,9,Profesional,Unión Libre,0,Nocturno,2.7
Sabaneta,Femenino,Administrativa,6170508.25,48,33,Profesional,Viudo,1,Diurno,7.8
Sabaneta,Masculino,Operativos,4591034.2,43,15,Primaria,Soltero,0,Diurno,6.2
Medellín,Masculino,Operativos,3999224.97,57,28,Profesional,Unión Libre,0,Diurno,3.2
Envigado,No Binario,Operativos,4514244.72,34,37,Técnico,Soltero,2,Diurno,8.5
Medellín,Femenino,Administrativa,6641433.83,47,38,Secundaria,Soltero,0,Nocturno,4.7
Medellín,No Binario,Operativos,4397705.03,58,10,Profesional,Soltero,0,Mixto,5.6
Itagüí,Femenino,Operativos,4136314.47,44,35,Tecnólogo,Divorciado,1,Diurno,3.4
Envigado,Masculino,Administrativa,7241476.64,33,18,Técnico,Viudo,0,Nocturno,9.5
Estrella,Femenino,Operativos,3773958.21,54,19,Técnico,Viudo,3,Diurno,8.5
Medellín,Masculino,Operativos,3561877.09,36,26,Secundaria,Casado,0,Mixto,6.5
Estrella,Femenino,Operativos,5149126.86,30,14,Técnico,Viudo,0,Diurno,5.4
Estrella,Masculino,Operativos,3098918.04,18,7,Secundaria,Casado,3,Diurno,5.8
Medellín,Femenino,Operativos,2104973.57,41,17,Profesional,Soltero,1,Mixto,2.6
Estrella,Masculino,Operativos,2263216.83,29,22,Técnico,Unión Libre,0,Diurno,2.4
Itagüí,Masculino,Operativos,4196181.88,51,36,Posgrado,Divorciado,0,Diurno,8.1
Bello,Masculino,Administrativa,6022838.3,62,19,Primaria,Casado,2,Nocturno,6.8
Bello,No Binario,Servicios Generales,2417299.45,31,24,Profesional,Soltero,0,Mixto,4.7
Itagüí,Femenino,Operativos,2639749.49,40,7,Técnico,Viudo,0,Nocturno,4.1
Itagüí,No Binario,Administrativa,7413993.63,62,13,Profesional,Divorciado,3,Mixto,6.6
Sabaneta,No Binario,Servicios Generales,3850462.89,58,27,Secundaria,Divorciado,0,Diurno,9.7
Sabaneta,No Binario,Servicios Generales,2150464.0,62,8,Tecnólogo,Unión Libre,2,Diurno,5.3
Bello,Femenino,Operativos,5281079.05,34,1,Profesional,Soltero,0,Nocturno,2.2
Itagüí,Femenino,Operativos,5324124.93,43,30,Posgrado,Casado,0,Diurno,1.8
Bello,Femenino,Servicios Generales,2537847.87,48,18,Técnico,Casado,1,Diurno,6.9
Estrella,Femenino,Operativos,4980892.66,52,0,Primaria,Viudo,2,Diurno,8.3
Medellín,Femenino,Operativos,3036450.26,62,31,Tecnólogo,Casado,0,Nocturno,4.9
Envigado,Masculino,Operativos,2103108.3,31,34,Técnico,Viudo,0,Mixto,4.4
Medellín,Femenino,Operativos,2505002.41,46,22,Secundaria,Unión Libre,0,Diurno,2.6
Sabaneta,No Binario,Servicios Generales,2046070.59,58,23,Profesional,Unión Libre,3,Mixto,4.7
Envigado,Femenino,Operativos,2046106.95,21,15,Secundaria,Divorciado,0,Mixto,5.6
Sabaneta,No Binario,Operativos,5669356.97,61,28,Profesional,Casado,0,Diurno,3.5
Estrella,Femenino,Operativos,3212298.65,47,26,Técnico,Casado,0,Mixto,8.4
Bello,Femenino,Servicios Generales,2157652.02,34,17,Técnico,Casado,1,Nocturno,5.7
Sabaneta,Femenino,Operativos,5971220.31,34,15,Técnico,Divorciado,2,Nocturno,3.0
Medellín,Masculino,Operativos,2753106.61,44,4,Técnico,Soltero,3,Mixto,4.1
Itagüí,Masculino,Servicios Generales,3240567.39,29,22,Técnico,Casado,4,Diurno,8.6
